SITECODE,End year,Start year,Summer only,EVI score,Number of images
SE0420284,2011,2009,True,0.7534071175390198,27
SE0420287,2011,2009,True,0.6097068253120781,37
SE0420311,2011,2009,True,0.6580227144497474,24
SE0420283,2011,2009,True,0.6965655785234286,36
SE0420261,2011,2009,True,0.7246967457577486,24
SE0420294,2011,2009,True,0.056188387680174215,37
SE0420263,2011,2009,True,0.6590841626431705,35
SE0420296,2011,2009,True,0.625983223126548,30
SE0420298,2011,2009,True,0.579931833079799,24
SE0420267,2011,2009,True,0.6393416546889726,24
SE0420293,2011,2009,True,0.5623563257463547,27
SE0420305,2011,2009,True,0.4946920160861762,24
SE0420306,2011,2009,True,0.6334335888848072,24
SE0420304,2011,2009,True,0.7798387313677947,24
SE0420295,2011,2009,True,0.7032135297830691,24
SE0420307,2011,2009,True,0.3322683123160493,24
SE0420310,2011,2009,True,0.7015481354689798,24
SE0420328,2014,2012,True,0.7142101808589006,38
SE0420315,2011,2009,True,0.7451733701365975,37
SE0420323,2011,2009,True,0.7168308821640565,24
SE0420324,2011,2009,True,0.7542675562462005,24
SE0420322,2011,2009,True,0.7485148268909475,24
SE0420327,2017,2015,True,0.7523620018218505,50
SE0430042,2011,2009,True,0.7073673957225789,37
SE0430067,2011,2009,True,0.6858785212628915,25
SE0430096,2011,2009,True,0.7412211842504098,24
SE0430026,2011,2009,True,0.7069449531380746,33
SE0430098,2011,2009,True,0.7013116220882482,37
SE0430099,2011,2009,True,0.5331090287503821,25
SE0430100,2011,2009,True,0.6584155797850941,24
SE0430113,2011,2009,True,0.5851408700914973,24
SE0430104,2011,2009,True,0.6492990512842487,25
SE0430092,2011,2009,True,0.47306877911745426,25
SE0430097,2011,2009,True,0.7471344173650403,24
SE0430109,2011,2009,True,0.7021047570404486,25
SE0430127,2011,2009,True,0.7112057555031667,24
SE0430118,2011,2009,True,0.7345620709717285,37
SE0430093,2011,2009,True,0.42749236516427225,24
SE0430129,2011,2009,True,0.7479796824599882,24
SE0430126,2011,2009,True,0.6803242642074373,37
SE0430094,2011,2009,True,0.1892346725237633,24
SE0430134,2011,2009,True,0.6976632643127638,24
SE0430132,2011,2009,True,0.7238987056589976,24
SE0430105,2011,2009,True,0.775950969593871,25
SE0430110,2011,2009,True,0.6890534142116637,24
SE0430136,2011,2009,True,-0.0018566639069464382,24
SE0430101,2011,2009,True,0.8081945514458676,24
SE0430106,2011,2009,True,0.529092306301611,27
SE0430121,2011,2009,True,0.5627561837791895,24
SE0430139,2011,2009,True,0.7647425435514056,24
SE0430137,2011,2009,True,0.06431764303966135,24
SE0430141,2011,2009,True,0.7471524904864771,24
SE0430152,2011,2009,True,0.6530119659647092,24
SE0430153,2011,2009,True,0.564352893079929,24
SE0430156,2011,2009,True,0.5745680317205932,37
SE0430158,2011,2009,True,0.7322098073520449,24
SE0430144,2011,2009,True,0.6945989092025235,25
SE0510046,2011,2009,True,0.7079121660968412,33
SE0510025,2011,2009,True,0.6593742857790081,28
SE0430154,2011,2009,True,0.6265667918239334,24
SE0430155,2011,2009,True,0.7286227188781864,24
SE0430161,2011,2009,True,0.6979873577947109,24
SE0430165,2011,2009,True,0.7308004164475731,36
SE0430169,2011,2009,True,0.6469113984181893,24
SE0430166,2011,2009,True,0.7447142174121697,24
SE0430167,2011,2009,True,0.7092906463706988,24
SE0430168,2011,2009,True,0.7194587183738301,24
SE0430171,2011,2009,True,0.7462829835548848,24
SE0430177,2014,2012,True,0.7551487455473684,32
SE0430178,2014,2012,True,0.8183600018107979,53
SE0430170,2011,2009,True,0.6292845918940422,24
SE0510011,2011,2009,True,0.6190997450479768,34
SE0510020,2011,2009,True,0.2386360880569475,34
SE0510021,2011,2009,True,0.6361684444919403,34
SE0510028,2011,2009,True,0.6277610719073846,34
SE0510030,2011,2009,True,0.4915723890008261,22
SE0510033,2011,2009,True,0.6886186062691549,22
SE0510045,2011,2009,True,0.5483612392144696,22
SE0510058,2011,2009,True,0.05843191474566036,27
SE0510072,2011,2009,True,-0.011194282323324397,41
SE0510067,2011,2009,True,0.5162626186062553,27
SE0510089,2011,2009,True,0.4999031786447029,34
SE0510105,2011,2009,True,0.6178532928276366,22
SE0510063,2011,2009,True,0.45879266305646677,27
SE0510093,2011,2009,True,0.5079243687447824,34
SE0510096,2011,2009,True,0.713368992466054,34
SE0510066,2011,2009,True,0.728416967358462,27
SE0510097,2011,2009,True,0.725790780857218,34
SE0510071,2011,2009,True,0.6556292409957882,22
SE0510106,2011,2009,True,0.6136284429485528,34
SE0510114,2011,2009,True,0.5315978818026218,27
SE0510092,2011,2009,True,0.5920043579691812,23
SE0510111,2011,2009,True,0.634769148656259,22
SE0510109,2011,2009,True,0.5569604055654418,34
SE0510090,2011,2009,True,0.5414585159625407,34
SE0510101,2011,2009,True,0.6196162597546453,34
SE0510094,2011,2009,True,0.4922129893752747,34
SE0510117,2011,2009,True,0.6169617444915729,22
SE0510113,2011,2009,True,0.7271514306927512,27
SE0510119,2011,2009,True,0.7208371656970574,34
SE0510107,2011,2009,True,0.5698178267865751,34
SE0510124,2011,2009,True,0.758082758112247,34
SE0510112,2011,2009,True,0.6835202194028338,22
SE0510120,2011,2009,True,0.6231599897806503,34
SE0510122,2011,2009,True,0.6954635242132851,36
SE0510128,2011,2009,True,0.6819583875852346,38
SE0510131,2011,2009,True,0.5098863515669496,34
SE0510156,2011,2009,True,0.6026363979430627,22
SE0510157,2011,2009,True,0.7255819968103646,22
SE0510155,2011,2009,True,0.4881147475401449,34
SE0510164,2011,2009,True,0.6128231910000747,24
SE0510160,2011,2009,True,0.6474662186067306,25
SE0510165,2011,2009,True,0.6036702172333159,29
SE0510162,2011,2009,True,0.6683954783966448,34
SE0510163,2011,2009,True,0.6920611978384746,22
SE0510170,2011,2009,True,0.4814077889323059,34
SE0510179,2011,2009,True,0.43749411656419035,22
SE0510182,2011,2009,True,0.7248069252682282,35
SE0510166,2011,2009,True,0.5436644041951163,22
SE0510184,2014,2012,True,0.607752190309955,46
SE0510180,2011,2009,True,0.5876481424289308,34
SE0520044,2011,2009,True,0.6055019848655787,48
SE0520051,2011,2009,True,0.62358412830749,42
SE0520049,2011,2009,True,0.6082320505480499,42
SE0520053,2011,2009,True,0.34894947589577413,52
SE0520052,2011,2009,True,0.6086463799449205,42
SE0520043,2011,2009,True,0.02374331953562374,27
SE0520050,2011,2009,True,0.5903562418855424,27
SE0520149,2011,2009,True,0.47396017827977954,42
SE0520010,2011,2009,True,0.6131882281213316,42
SE0520012,2011,2009,True,0.09069024737870632,46
SE0520146,2011,2009,True,0.39674811472852467,38
SE0520045,2011,2009,True,0.6675117982508137,37
SE0520118,2011,2009,True,0.6080259081778799,37
SE0520133,2011,2009,True,0.2570104895080894,25
SE0520160,2011,2009,True,0.5978972644997632,27
SE0520156,2011,2009,True,0.5103154626234453,28
SE0530090,2011,2009,True,0.5783456968737998,27
SE0520154,2011,2009,True,0.44251866488529723,34
SE0520161,2011,2009,True,0.6172915129473482,31
SE0520162,2011,2009,True,0.6382542108398926,38
SE0520166,2011,2009,True,0.37081754772002157,45
SE0520167,2011,2009,True,0.6212397278300189,27
SE0520163,2011,2009,True,0.539401856577842,37
SE0520165,2011,2009,True,0.6199231320925317,25
SE0520168,2011,2009,True,0.35402018457704476,27
SE0520169,2011,2009,True,0.6351577181464295,27
SE0520178,2011,2009,True,0.6199995354014354,38
SE0530001,2011,2009,True,0.043616421292001155,22
SE0530080,2011,2009,True,0.6159456902128402,49
SE0530085,2011,2009,True,0.5262865415384572,42
SE0530078,2011,2009,True,0.5357834945575889,53
SE0530050,2011,2009,True,0.6837651561045132,27
SE0530029,2011,2009,True,0.5663430878181616,27
SE0530094,2011,2009,True,0.669385729190446,27
SE0530095,2011,2009,True,0.44760676847588415,29
SE0530093,2011,2009,True,0.6679503979440613,49
SE0530110,2011,2009,True,0.47930955430820543,38
SE0530112,2011,2009,True,0.5805780653920296,42
SE0530115,2011,2009,True,0.6546479670134949,38
SE0530118,2011,2009,True,0.6981272174685536,38
SE0530119,2011,2009,True,0.6090586959556974,38
SE0530124,2011,2009,True,0.5319252324501501,22
SE0530123,2011,2009,True,0.6134632325297379,30
SE0530127,2011,2009,True,0.6195189960072842,42
SE0530132,2011,2009,True,0.6316045495870529,36
SE0530125,2011,2009,True,0.6304549059456872,22
SE0530139,2011,2009,True,0.5648936604935937,38
SE0530144,2011,2009,True,0.570264394190991,27
SE0540115,2011,2009,True,0.5193177375018855,23
SE0530212,2011,2009,True,0.5879387577722998,22
SE0540026,2011,2009,True,0.5799053684714643,34
SE0540104,2011,2009,True,0.6077452603518936,34
SE0540103,2011,2009,True,0.6547406883708353,23
SE0540151,2011,2009,True,0.7169067731415509,23
SE0540153,2011,2009,True,0.8408035696633046,34
SE0540167,2011,2009,True,0.7529898035599489,24
SE0540155,2011,2009,True,0.7263338564671978,34
SE0540198,2011,2009,True,0.5814391475068679,23
SE0540176,2011,2009,True,0.6509937988837857,34
SE0540220,2011,2009,True,0.6031462110006265,23
SE0540202,2011,2009,True,0.6906782325347611,23
SE0540209,2011,2009,True,0.5150611368099953,23
SE0540213,2011,2009,True,0.26595784846954307,23
SE0540221,2011,2009,True,0.6699634865233401,23
SE0540255,2011,2009,True,0.6024905516589688,38
SE0610001,2011,2009,True,-0.04710235011209651,38
SE0610010,2011,2009,True,0.2860083565849864,23
SE0610006,2011,2009,True,-0.008593495200730715,64
SE0540327,2011,2009,True,0.6364128728333234,23
SE0610141,2011,2009,True,0.25249153000007607,49
SE0610142,2011,2009,True,0.5828180871974952,26
SE0610140,2011,2009,True,0.35795651934987616,26
SE0610178,2011,2009,True,0.37069544835809454,47
SE0610185,2011,2009,True,0.44173615687372136,47
SE0620069,2011,2009,True,0.39658431050761833,28
SE0620073,2011,2009,True,0.42664578380516693,40
SE0620207,2011,2009,True,0.3739823770216405,24
SE0620160,2011,2009,True,0.3614440373434053,19
SE0620287,2011,2009,True,0.6295032307789789,33
SE0620234,2011,2009,True,0.37813189284609033,19
SE0620244,2011,2009,True,0.38621387257705936,33
SE0620233,2011,2009,True,0.12538713766833506,19
SE0620229,2011,2009,True,0.6131368480189565,41
SE0620256,2011,2009,True,0.5583425260994684,33
SE0620250,2011,2009,True,0.41675874997736917,46
LV0501500,2004,2002,True,0.6428091854420941,23
LV0500700,2004,2002,True,0.552250755005579,32
LV0304800,2004,2002,True,0.5325387352331757,39
SE0620311,2011,2009,True,0.6979898782926857,33
LV0536300,2004,2002,True,0.49793637544490177,31
LV0600100,2004,2002,True,0.5098505791565568,23
LV0535800,2004,2002,True,0.6698356498391158,55
SE0630153,2011,2009,True,0.43446943840846464,19
SE0630154,2011,2009,True,0.3954393265939251,27
SE0630165,2011,2009,True,0.39691349639401496,31
SE0630167,2011,2009,True,0.6552110286985539,31
SE0630166,2011,2009,True,0.06181513999903844,23
SE0630164,2011,2009,True,0.5237276311329114,31
SE0630179,2011,2009,True,0.45256144491807165,23
SE0630190,2011,2009,True,0.28165087961334906,19
SE0630192,2011,2009,True,0.43215533774586984,19
SE0630191,2011,2009,True,0.1828679222154973,19
SE0630187,2011,2009,True,0.47572557238189056,27
SE0630189,2011,2009,True,0.22969101668302053,19
SE0630234,2011,2009,True,0.44743007577505417,24
SE0710048,2011,2009,True,0.48558565243946455,35
FI1200743,2015,2013,True,0.2980984511664448,43
FI1300101,2015,2013,True,0.3953542948632044,70
FI1300103,2015,2013,True,0.38494340717083997,70
FI1300105,2015,2013,True,0.32312510514979925,70
SE0540214,2011,2009,True,0.7111943366990606,23
SE0710203,2011,2009,True,0.5173502666238776,35
SE0720160,2009,2007,True,0.43451042031367676,40
SE0720186,2009,2007,True,0.46470164640029804,29
SE0720265,2009,2007,True,0.4596484799270427,44
SE0720264,2009,2007,True,0.5611098871153943,36
SE0720282,2009,2007,True,0.10683009976874266,31
SE0810008,2011,2009,True,0.5041315392087335,38
SE0810032,2011,2009,True,0.4530517656403087,38
SE0810323,2011,2009,True,0.32080685138102716,43
FI1300902,2015,2013,True,0.41263301576797135,70
SE0810491,2011,2009,True,0.1626080792976594,52
SE0820056,2009,2007,True,0.42919932606836725,44
SE0820123,2009,2007,True,0.37295404150142386,44
FI0800120,2015,2013,True,0.40512424439006056,64
SE0820130,2009,2007,True,0.34026758111441247,40
SE0820156,2009,2007,True,0.3873356018847424,42
SE0820163,2009,2007,True,0.43671073747012773,27
SE0820138,2011,2009,True,0.3854509317447545,36
SE0820167,2009,2007,True,0.3349512504321161,22
SE0820186,2009,2007,True,0.4314161328480192,50
SE0820209,2009,2007,True,0.37874699641027626,43
SE0820216,2009,2007,True,0.3581732627661822,50
SE0820212,2011,2009,True,0.2795688476203142,26
SE0820284,2009,2007,True,0.40340408735810496,38
SE0820297,2011,2009,True,0.3749809609279434,34
SE0540169,2011,2009,True,0.6909380199104684,34
SE0530072,2011,2009,True,0.5938527384944338,22
SE0820615,2011,2009,True,0.4005412094669902,46
SE0820617,2011,2009,True,0.37289972709627295,27
SE0820722,2011,2009,True,0.3808266828381572,34
SE0420013,2011,2009,True,0.42218857280370686,48
SE0420043,2011,2009,True,0.6788284944077124,24
SE0430079,2011,2009,True,0.7565802130144363,25
SE0630253,2011,2009,True,0.4676933321653084,24
LV0303800,2004,2002,True,0.46476284888224784,40
LV0600400,2004,2002,True,0.5125998822210667,39
LV0600200,2004,2002,True,0.5793895204189435,35
LV0600300,2004,2002,True,0.5746111451657424,24
LV0600700,2004,2002,True,0.4539915536995124,35
HR2000586,2019,2017,True,0.7712117378309332,53
LV0830100,2004,2002,True,0.6938708070817912,36
FI0800140,2015,2013,True,0.6106684868807023,65
FI0100040,2015,2013,True,0.39710516607275337,35
FI0100047,2015,2013,True,0.5700579765672138,70
FI0100008,2015,2013,True,0.5632130346109239,54
FI0100013,2015,2013,True,0.026493370109299138,54
LV0400400,2004,2002,True,0.7081308478012881,32
FI0100041,2015,2013,True,0.3628527214037312,69
FI0100050,2015,2013,True,0.48232289174047865,41
FI0100036,2015,2013,True,0.49147275148448755,54
FI0100055,2015,2013,True,0.5127068835520285,54
FI0100102,2015,2013,True,0.3943752102788746,52
FI0200033,2015,2013,True,0.019409440205947544,70
FI0200050,2015,2013,True,0.4518286322594464,54
FI0200057,2015,2013,True,0.5191585048039409,60
FI0200049,2015,2013,True,0.36902471854072855,65
FI0200060,2015,2013,True,0.4368826045070564,60
FI0200065,2015,2013,True,0.28888185831027313,60
FI0200056,2015,2013,True,0.49673900652484854,66
FI0200052,2015,2013,True,0.39710401603965106,42
FI0200063,2015,2013,True,0.41066752031256987,60
FI0200083,2015,2013,True,0.44623606306822206,54
FI0200090,2015,2013,True,-0.06026376856395577,70
LV0000110,2004,2002,True,0.42505837779044586,35
LV0100400,2004,2002,True,0.4873165695006558,50
LV0508600,2004,2002,True,0.6031996619275817,24
FI0200128,2015,2013,True,0.5391353806137237,70
FI0200125,2015,2013,True,0.4885176922887002,37
FI0200186,2015,2013,True,0.41871530901866255,60
FI0316001,2015,2013,True,0.5088317930767702,62
FI0328001,2015,2013,True,0.48469378140748415,62
FI0401001,2015,2013,True,0.1753930412665204,70
FI0404009,2015,2013,True,0.4946093151463357,62
FI0407009,2015,2013,True,0.48194397513739445,70
LV0830900,2004,2002,True,0.7669797239997237,45
FI0500065,2015,2013,True,0.46205530718152493,46
FI0600068,2015,2013,True,0.26824145679035666,70
FI0700043,2015,2013,True,0.46585102531914996,61
FI0700045,2015,2013,True,0.32364220591882925,70
FI0700047,2015,2013,True,0.4161018761590021,58
FI0900024,2015,2013,True,0.33916792125391,70
FI0900003,2015,2013,True,0.48212891806912006,56
FI0900025,2015,2013,True,0.045745213974104866,56
FI0900039,2015,2013,True,0.393065652076153,41
FI0900055,2015,2013,True,0.4688648168578041,64
FI0900081,2015,2013,True,0.693084897863956,70
FI0900046,2015,2013,True,0.3846076737522456,56
FI0900103,2015,2013,True,0.38773757544413723,70
FI0900119,2015,2013,True,0.0036222064958285668,56
FI0900126,2015,2013,True,0.42224484883710545,41
FI0900144,2015,2013,True,0.5184312830794917,70
FI1000001,2015,2013,True,0.558602003619531,70
FI1002005,2015,2013,True,0.450834749001431,58
FI1100601,2015,2013,True,0.25201152102340735,70
FI1102602,2015,2013,True,0.48697616754419604,70
FI1102601,2015,2013,True,0.43480746755274047,70
FI1102606,2015,2013,True,0.4088383909388334,70
FI1103004,2015,2013,True,0.24122760489161635,70
FI1103829,2015,2013,True,0.42901478074479243,70
FI1103819,2015,2013,True,0.3115969097327232,69
FI1200257,2015,2013,True,0.12547659223762375,67
FI1200409,2015,2013,True,0.37977592477326166,61
FI1200411,2015,2013,True,0.35620254587676264,70
FI1200410,2015,2013,True,0.42018785989914503,70
FI1200465,2015,2013,True,0.39672262189092933,65
FI1300118,2015,2013,True,0.40914464438491155,70
FI1300202,2015,2013,True,0.38671998760041154,70
FI1300203,2015,2013,True,0.37049139180125906,70
FI1300210,2015,2013,True,0.274903130338472,70
FI1300205,2015,2013,True,0.3706354535667882,70
FI1300201,2015,2013,True,0.389490728491585,70
FI1300204,2015,2013,True,0.21555267526311703,70
FI1300206,2015,2013,True,0.3195056673663884,70
FI1300901,2015,2013,True,0.3775252967298957,70
FI1301411,2015,2013,True,0.4783351909401396,58
FI1302002,2015,2013,True,0.32705558065327534,70
FI1301512,2015,2013,True,0.4077178790451155,68
FI1301807,2015,2013,True,0.4259090884292131,61
FI1301318,2015,2013,True,0.08629574410889147,70
FI1301701,2015,2013,True,0.3689347589316909,70
FI1302003,2015,2013,True,0.3781929866421643,70
FI1301507,2015,2013,True,0.3837257596363592,63
FI1400025,2015,2013,True,0.6271248625144674,40
FI1400027,2015,2013,True,0.5925095816702168,40
FI0200079,2015,2013,True,0.16149891906331576,60
FI1300907,2015,2013,True,0.42258570580542953,70
NL1000005,2013,2011,True,0.6238175401093369,43
NL2003001,2013,2011,True,0.6237357667320708,31
NL2003021,2013,2011,True,0.3437093865695397,24
NL1000022,2013,2011,True,0.4981383670597066,30
NL1000028,2013,2011,True,0.5194533920548738,30
NL2000008,2013,2011,True,0.5791495661647179,30
NL2003003,2013,2011,True,0.7474633187953443,54
NL2003033,2013,2011,True,0.7569609265587028,45
NL2003015,2010,2008,True,0.6301251116996791,21
NL2003027,2013,2011,True,0.7157545117946524,47
NL2003024,2015,2013,True,0.8342140470091545,38
NL2003029,2013,2011,True,0.5856854903356751,43
NL2003031,2013,2011,True,0.7310024699174185,28
NL2003034,2011,2009,True,0.6660214814779388,22
NL2003012,2013,2011,True,0.6372979333796626,45
NL2003016,2013,2011,True,0.6863106281215335,46
NL2003051,2013,2011,True,0.6643466633257971,38
NL2003005,2013,2011,True,0.6949960277492029,31
NL2003028,2013,2011,True,0.6311298739316417,28
NL2003011,2013,2011,True,0.6283149625439576,30
NL2003025,2013,2011,True,0.6801248198538421,45
NL2003030,2013,2011,True,0.6400322059223491,24
NL2003032,2013,2011,True,0.48964928118123796,28
NL2003037,2011,2009,True,0.6176618535305741,21
NL2003042,2013,2011,True,0.6249039346000209,45
NL2003044,2013,2011,True,0.6321156023096376,31
NL2003055,2013,2011,True,0.6340139283387602,30
NL2003047,2010,2008,True,0.6364159001240614,21
NL2003052,2013,2011,True,0.5969422866334273,46
NL3004004,2013,2011,True,0.7013399064087473,30
NL2014067,2014,2012,True,0.6004391010834306,70
NL3004001,2013,2011,True,0.6672763748420155,25
NL3004006,2013,2011,True,0.6818846829605466,24
NL3004003,2013,2011,True,0.736262320943055,55
NL3004005,2013,2011,True,0.6665087998894854,31
NL9801009,2013,2011,True,0.613208545510008,28
NL9801025,2013,2011,True,0.6602739240242363,45
NL9801016,2013,2011,True,0.4509604635911707,41
NL9801036,2013,2011,True,0.47404383242076553,30
NL9801017,2013,2011,True,0.5410592744316847,43
NL9801075,2013,2011,True,0.2763968354404791,60
NL9801071,2013,2011,True,0.5513997143526722,28
NL9801076,2013,2011,True,0.7180162241563788,45
NL9803011,2011,2009,True,0.5499654311457055,22
NL9803073,2013,2011,True,0.5196535598529011,28
LV0508000,2004,2002,True,0.6052370378720291,44
LV0601000,2004,2002,True,0.6062618584062203,24
LV0415700,2004,2002,True,0.6308557384280258,41
LV0512800,2004,2002,True,0.5671989107833478,35
LV0500300,2004,2002,True,0.5255234785440532,32
LV0517000,2004,2002,True,0.44734025984081177,40
LV0517500,2004,2002,True,0.573291035295606,40
LV0518900,2004,2002,True,0.4390253582940054,26
LV0520000,2004,2002,True,0.565626878562062,45
LV0520500,2004,2002,True,0.44401588077156773,35
LV0522900,2004,2002,True,0.6455264748837146,24
LV0522600,2004,2002,True,0.4824248720254811,34
LV0522300,2004,2002,True,0.6472921524531892,36
LV0523400,2004,2002,True,0.43269773007022255,40
LV0527700,2004,2002,True,0.5799532966228826,35
LV0528900,2004,2002,True,0.6423846991022899,47
LV0530500,2004,2002,True,0.6295206849241941,24
EE0010129,2005,2003,True,0.020885841265253034,38
EE0010173,2015,2013,True,0.3169512186731478,70
EE0040202,2006,2004,True,0.3707602264400465,27
EE0040201,2010,2008,True,-0.021254237589816385,46
EE0080371,2007,2005,True,0.6219417608387978,23
EE0080374,2010,2008,True,0.5000045563796536,33
EE0080574,2005,2003,True,0.42642185570053365,24
EE0070106,2005,2003,True,0.41843861095089235,31
EE0040351,2007,2005,True,0.35925596562180173,38
EE0080613,2004,2002,True,0.563039676337452,49
EE0080671,2010,2008,True,0.4747518445722329,43
EE0010116,2006,2004,True,0.5461707585050865,35
LV0530600,2004,2002,True,0.4203748851038353,54
LV0301100,2004,2002,True,0.5461911995771245,26
LV0301600,2004,2002,True,0.43501421223432857,50
LV0100200,2004,2002,True,0.10763331275031952,26
LV0200200,2004,2002,True,0.474955437988854,47
LV0200300,2004,2002,True,0.485516590096296,29
LV0300100,2004,2002,True,0.4965149822595783,32
LV0300700,2004,2002,True,0.499912361792569,36
LV0301700,2004,2002,True,0.3577037681890219,24
LV0302000,2004,2002,True,0.6367279306279638,26
LV0302800,2004,2002,True,0.36885977303005046,38
LV0300900,2004,2002,True,0.420689416737579,39
LV0302900,2004,2002,True,0.5850357738085341,24
LV0302100,2004,2002,True,0.5624545081195784,26
LV0303500,2004,2002,True,0.4679841460269281,44
LV0000120,2004,2002,True,0.6188053319224455,47
LV0300800,2004,2002,True,0.5512747005796974,20
LV0301500,2004,2002,True,0.30681223674240815,24
LV0301800,2004,2002,True,0.4403767848389689,24
LV0304400,2004,2002,True,0.34369316859264154,40
LV0401000,2004,2002,True,0.5188786059724197,35
LV0303100,2004,2002,True,0.3837513329789362,39
LV0300400,2004,2002,True,0.3855757029560448,24
LV0303000,2004,2002,True,0.4882679025466742,28
LV0000130,2004,2002,True,0.40503486914398634,50
LV0100500,2004,2002,True,0.3975214221990157,47
LV0200100,2004,2002,True,0.5283771172294494,35
LV0302200,2004,2002,True,0.5361566121155606,47
LV0304300,2004,2002,True,0.7092839607975395,40
LV0304500,2004,2002,True,0.611301528605829,36
LV0301200,2004,2002,True,0.6805780137702908,45
LV0304200,2004,2002,True,0.6235198801216993,48
LV0304900,2004,2002,True,0.626865505504614,35
LV0401900,2004,2002,True,0.5655190827114474,23
LV0304100,2004,2002,True,0.554385512522085,36
LV0504400,2004,2002,True,0.41755209749320576,24
LV0504300,2004,2002,True,0.4588918617991896,33
LV0504700,2004,2002,True,0.26914619742732937,50
LV0505700,2004,2002,True,0.47730917855632987,45
LV0507100,2004,2002,True,0.5485706491548444,26
LV0507700,2004,2002,True,0.6294520053620725,47
LV0508300,2004,2002,True,0.3926190412213299,33
LV0507600,2004,2002,True,0.6183528943255402,44
LV0508400,2004,2002,True,0.4100102448455072,35
LV0508700,2004,2002,True,0.4818740267066313,24
LV0508500,2004,2002,True,0.3549982942739019,24
LV0503300,2004,2002,True,0.6177214566173941,23
LV0507300,2004,2002,True,0.7334647992276487,46
LV0508100,2004,2002,True,0.46081504882304153,44
LV0509800,2004,2002,True,0.4497787191462925,24
LV0507200,2004,2002,True,0.5583612102781995,45
LV0509700,2004,2002,True,0.41673502954064034,36
LV0510400,2004,2002,True,0.45080340537302316,40
LV0510600,2004,2002,True,0.39714313829547976,40
LV0510900,2004,2002,True,0.5050694385614325,49
LV0510200,2004,2002,True,0.35237518782342986,28
LV0510700,2004,2002,True,0.37806144931099267,28
LV0511100,2004,2002,True,0.6605047561737086,36
LV0512100,2004,2002,True,0.503928871198333,24
LV0512200,2004,2002,True,0.41602810040376065,35
LV0513400,2004,2002,True,0.4475444217855817,37
LV0513800,2004,2002,True,0.7184340525473196,26
LV0513600,2004,2002,True,0.6467122309998212,41
LV0514100,2004,2002,True,0.624361462539033,26
LV0510300,2004,2002,True,0.42948771094226285,54
LV0514800,2004,2002,True,0.36449232824010114,38
LV0514200,2004,2002,True,0.49507584507320285,26
LV0519100,2004,2002,True,0.394384375082176,56
LV0518500,2004,2002,True,0.4203011216526763,35
LV0520900,2004,2002,True,0.5725465930892725,44
LV0522100,2004,2002,True,0.5403066148764851,23
LV0521800,2004,2002,True,0.5183549268245585,44
LV0524600,2004,2002,True,0.33315622905101233,24
LV0524100,2004,2002,True,0.4818302042896693,23
LV0524900,2004,2002,True,0.6221196437823326,24
LV0525000,2004,2002,True,0.4530712907539124,26
LV0523200,2004,2002,True,0.6902107067594944,24
LV0525500,2004,2002,True,0.522236744888229,57
LV0525800,2004,2002,True,0.22309447007203112,50
LV0524800,2004,2002,True,0.561672719386055,34
LV0527200,2004,2002,True,0.1275625501184025,43
LV0525600,2004,2002,True,0.4845452212656157,57
LV0528100,2004,2002,True,0.5441640983638738,23
LV0526400,2004,2002,True,0.6521878472197534,44
LV0520200,2004,2002,True,0.5872851512683102,55
LV0528400,2004,2002,True,0.5755434517850673,26
LV0528000,2004,2002,True,0.5530225081345352,23
LV0525900,2004,2002,True,0.4628867491855418,23
LV0528200,2004,2002,True,0.5835962172436094,23
LV0526800,2004,2002,True,0.38347776504897285,23
LV0523300,2004,2002,True,0.4428194818442294,24
LV0527300,2004,2002,True,0.5027093620529433,48
LV0524500,2004,2002,True,0.6761301909232736,31
LV0527600,2004,2002,True,0.5633795817613871,23
LV0528800,2004,2002,True,0.5571938427520511,23
LV0529200,2004,2002,True,0.5575425582715928,23
LV0530300,2004,2002,True,0.7212065098867292,28
LV0529700,2004,2002,True,0.6511446175316179,24
LV0530000,2004,2002,True,0.5807442029474774,28
LV0531100,2004,2002,True,0.3729900160816535,41
LV0530800,2004,2002,True,0.5269447971000403,24
LV0529900,2004,2002,True,0.6211939948034286,24
LV0530900,2004,2002,True,0.19221938977081274,24
LV0531300,2004,2002,True,0.6081824912789319,26
LV0532700,2004,2002,True,0.6066033119216868,47
LV0532900,2004,2002,True,0.647329788013874,33
LV0533800,2004,2002,True,0.48244203861851004,24
LV0532000,2004,2002,True,0.5844155186771727,23
LV0533200,2004,2002,True,0.5169736995237916,59
LV0533500,2004,2002,True,0.4527464000323602,35
LV0534300,2004,2002,True,0.5260513463388282,24
LV0534900,2004,2002,True,0.6973758614154848,20
LV0535000,2004,2002,True,0.6454005332326151,24
LV0535100,2004,2002,True,0.4845171845822867,26
LV0535400,2004,2002,True,0.676021336887468,47
LV0535600,2004,2002,True,0.16989101088810782,41
LV0536400,2004,2002,True,0.6401399648985289,24
LV0600900,2004,2002,True,0.574888592579686,24
LV0831300,2004,2002,True,0.5531877859828807,23
LV0536600,2009,2007,True,0.423581139136573,32
LV0600500,2004,2002,True,0.5858529304565111,48
LV0600800,2004,2002,True,0.3893602267006928,24
LV0415600,2004,2002,True,0.6659302110059501,45
EE0060271,2023,2021,True,0.2510983924121009,70
EE0010132,2023,2021,True,0.6231122759384634,70
EE0010122,2023,2021,True,0.4074801879409029,70
EE0010123,2023,2021,True,0.4999252957565053,70
EE0010138,2023,2021,True,0.5551131217989437,70
